ind,ci,salary_ci
26,后备,5246.2080756444
26,后期,5065.642952762
26,后期制作,4115.4947048639
26,后续,5936.8850352006
26,向,14954.1158461528
26,听力,8098.3579217822
26,听口,10021.1448165555
26,听说,9866.4868915
26,启蒙,4465.6777598669
26,员及,3481.960896111
26,员工,5169.409539696
26,呢,4910.198047074
26,周末,3918.9216151772
26,呼入,9492.067670074
26,呼叫,3840.1946230818
26,呼吸,3222.537
26,命题,3625.662005
26,和雅思,11195.8409395812
26,咖啡,3755.9931939432
26,咖啡师,4420.6046745
26,咨询,5079.5020477688
26,咨询中心,5450.8409969818
26,咨询员,3689.7541619953
26,咨询室,2478.792
26,咨询师,4938.0378153454
26,咨询服务,8587.7226707216
26,咨询电话,5629.960896111
26,咨询部,6151.2881375206
26,品推,4510.0878312444
26,品牌,6638.230156644
26,品牌设计,6469.2689722168
26,品质,5701.3620792
26,售前,4404.9960787458
26,售后,4358.3758202632
26,售后服务,3994.539505774
26,商业,9690.4611477876
26,商务,4999.0255175097
26,商务代表,2619.865319974
26,商务英语,4189.7735528452
26,商务部,4824.9676016469
26,商品,3510.2220643688
26,商场,6940.766349
26,商学院,7181.9075110623
26,商户,2891.920239747
26,商科,10094.7975250136
26,商贸,6125.6677136008
26,喷漆,7163.7017214012
26,嗨,8097.464349
26,器乐,4177.0222136805
26,四五年,2941.019047074
26,四六级,4220.522414111
26,四年级,3629.0787904893
26,四级,7654.2498246642
26,四部,5660.0006745
26,回访,3267.3248055107
26,团,10361.12221149
26,团体,5464.6619187046
26,团培,3654.0645965532
26,团委,4095.2700730843
26,团委书记,4758.2063900349
26,团总支,4555.7609353604
26,团操,6089.7017214012
26,团支书,5219.0617355066
26,团支部,5630.1929122508
26,团训,3346.6046745
26,团购,4390.3863530791
26,团长,6068.9081282493
26,团队,7377.5422985953
26,园,7851.5378572348
26,园内,3606.028570611
26,园务,3222.537
26,园区,6932.1322077954
26,园医,3227.8025500135
26,园所,4085.5921931064
26,园长,6039.9201032202
26,围棋,3173.3418373534
26,固定资产,3721.7184363395
26,国,6808.8664428024
26,国内,9517.031099574
26,国内外,1735.047
26,国内部,10600.2726244428
26,国外,6184.2410890923
26,国学,5026.4701044176
26,国家,5556.031988739
26,国画,5336.2606482061
26,国贸,7663.1959116184
26,国际,7497.4819097016
26,国际事务,10429.0011838032
26,国际交流,7392.9225032025
26,国际合作部,13609.7760965532
26,国际象棋,3620.458833
26,国际贸易,3478.198047074
26,国际部,7186.6071727386
26,图书,3785.8420924393
26,图书资料,3387.2187260617
26,图书馆,3938.279083647
26,图书馆员,4845.0434026066
26,图形,3255.2219827745
26,图案,3931.8622320798
26,图片,4275.1763151844
26,土建工程,5021.500845479
26,在校,4089.8571051969
26,在线,3703.2803385305
26,在编,3778.1322710532
26,在职,4860.3427446853
26,在读,4747.398201498
26,地,4697.8945786255
26,地区,6990.582789355
26,地方,6305.8738914567
26,地理,4087.6892916713
26,地铁,2756.564018136
26,地面,5383.99542825
26,场,7039.9310634714
26,场地,3119.607448746
26,场景,5181.7090416592
26,场馆,3430.4977584865
26,坐席,3560.9730362992
26,型,6197.9144324038
26,城市,9142.0827073435
26,城市规划,4425.6610650372
26,培养,6897.3114604438
26,培训,5184.9212622199
26,培训中心,5816.1038384899
26,培训基地,4943.186495685
26,培训师,5277.2724556233
26,培训班,6517.4244499512
26,培训部,6492.9328009325
26,基地,6816.4923629485
26,基建,6417.356566
26,基建处,4934.8302710532
26,基本,9105.7365284418
26,基础,5322.1150066262
26,基础教育,11656.6041076008
26,基础架构,8729.066568222
26,基础知识,5160.4089366642
26,基础课,4668.0983366357
26,基训,2042.455687272
26,基金,6296.4673959012
26,塘沽,5784.068349
26,境外,5914.5775142657
26,士,12782.7960965532
26,声,6802.537
26,声乐,4889.3660644442
26,处,6099.7945975662
26,处处长,5811.6201815799
26,处理,4642.4659490227
26,处长,6449.8474775862
26,备考,2579.6826267928
26,备课组,7102.4417049135
26,复印室,2738.215896111
26,复读,5080.0658473688
26,夏令营,4412.9625410806
26,外,5582.4534628841
26,外事,5429.665448514
26,外事办,5504.9214906748
26,外事处,9730.9677909068
26,外事部,7531.1386802908
26,外交,2912.69833725
26,外出,3741.384792222
26,外勤,4238.9773151696
26,外包,6201.6927359058
26,外呼,4447.4303391846
26,外国,4591.6656225555
26,外国人,5934.454126074
26,外国语,2870.1081681501
26,外地,8144.9394616656
26,外埠,5494.6046745
26,外宾,4085.5921931064
26,外币,5577.3026745
26,外教,4304.8982866896
26,外文,3232.4525504428
26,外派,6723.3337476638
26,外管,5964.535792611
26,外籍,6188.1530832394
26,外联,5137.1610515098
26,外联部,6153.4341812779
26,外聘,3680.7306911274
26,外语,4646.267732225
26,外语学院,6522.0460615122
26,外语系,4952.3705740058
26,外语部,7089.9900834321
26,外贸,4439.343783369
26,外链,3107.4102987584
26,多,3983.6132493443
26,多元智能,8518.532495148
26,多媒体,4630.9060530582
26,夜大,2546.458833
26,大专,3834.7778678436
26,大专班,2760.3364268964
26,大专院校,3880.6189117376
26,大中专,3606.028570611
26,大中华区,19295.07983232
26,大使,2851.1541848004
26,大区,9022.3162195038
26,大四,3606.028570611
26,大型,7237.1813784336
26,大型活动,6916.968747574
26,大堂,4668.7973711265
26,大学,5329.5713914014
26,大学生,4675.6480130339
26,大学老师,4253.5236585864
26,大学语文,4683.7954641142
26,大学部,9015.8869495122
26,大学预科,10444.722228111
26,大师,6501.4065207492
26,大班,3525.5258334987
26,大赛,3988.058782537
26,大部,6377.3388462492
26,大队,4490.3023127292
26,大陆,18449.63974848
26,天,4138.840683747
26,天使,3620.458833
26,天才,8465.2761459012
26,天河区,10478.833005111
26,太极拳,5874.305830074
26,奖助学,2546.458833
26,套路,2977.9864295532
26,奥尔夫,4201.9059858505
26,奥尼,8097.464349
26,奥数,6197.1488037097
26,奥数网,6086.537
26,奥林匹克,4762.726570611
26,好,4063.550509068
26,如,9014.4232952016
26,妈妈,2321.128264074
26,妙事,3949.6202680902
26,姐姐,4425.6610650372
26,委员,5186.9136039093
26,委员会,8829.7581224942
26,娱乐,3622.6417557951
26,婚礼,3765.8831114428
26,婴儿,3852.2100557214
26,婴幼儿,3258.1740835821
26,媒介,5301.0143949747
26,媒体,5887.5063191958
26,子,11975.872743
26,孔子,8873.9580792
26,字幕,4627.370349
26,孤独症,3613.2437018055
26,学,5203.3649659973
26,学业,3738.8301890299
26,学习,4538.0778158397
26,学习部,6568.6046745
26,学会,3913.4884926642
26,学位,5625.5018563374
26,学位办,4694.458833
26,学前,5245.1195223424
26,学前教育,3722.8311171222
26,学前班,3625.2228858918
26,学务,3815.7589966287
26,学区,6371.3735482971
26,学历,4823.3540272283
26,学友,3470.672349
26,学员,3939.1877201094
26,学员队,5447.2293179544
26,学园,2546.458833
26,学堂,5742.6645141246
26,学士,7196.0525976246
26,学官师,3654.0645965532
26,学工,3174.6155465303
26,学工办,5108.6159073251
26,学工处,5095.2644374296
26,学工部,4676.0436535074
26,学徒,3913.4884926642
26,学报,4284.435528148
26,学服,4473.7347804848
26,学期,3470.672349
26,学术,8401.6760210633
26,学校,5727.0683365218
26,学法,1740.690333
26,学海,6808.8664428024
26,学生,4887.5538352956
26,学生会,4484.7408475847
26,学生公寓,2805.882729111
26,学生处,4195.0345287715
26,学生宿舍,6904.422046921
26,学监,3470.672349
26,学社,5682.4136694567
26,学科,7037.3298218353
26,学管,5132.8531414405
26,学管师,4211.4500950871
26,学管部,5521.4997913374
26,学籍,4105.6813684985
26,学网,8097.464349
26,学者,8729.066568222
26,学能,4315.5406428321
26,学车,3568.435528148
26,学部,5947.5633706613
26,学院,5476.853349798
26,学院院长,7809.7566881939
26,孩子,5275.1256175122
26,安保,3174.943227
26,安全,4710.9060771772
26,安全员,2934.9533346501
26,安排,4441.7967561277
26,安检员,3673.7066814165
26,安置,4559.2891289415
26,安装,4005.4569974848
26,安防,4121.0911868668
26,完稿,4280.1002480684
26,官,16159.4580860764
26,官员,8212.2176651965
26,定制,5975.801784111
26,宝安,3387.960566
26,宝宝,5160.4089366642
26,宝贝,8686.8823221008
26,实习,3202.1936857454
26,实习期,2563.6732863688
26,实习生,2697.3567560412
26,实务,3817.4636027216
26,实战,7950.881340111
26,实操,3553.0811745
26,实施,5975.8825419765
26,实训,5342.7978847095
26,实训员,3072.605528148
26,实训室,3304.0165065677
26,实训生,2416.7685
26,实践,3704.3669480306
26,实验,4895.8842656611
26,实验员,3773.5011971558
26,实验室,5280.4007392027
26,实验班,3697.7246943876
26,实验课,9528.900679611
26,宠物,3913.4884926642
26,审查,5784.068349
26,审校,5793.8299472214
26,审核,3972.6310753918
26,审核员,3853.7006903352
26,审核部,3470.672349
26,审稿,4102.1045965103
26,审计,6194.8878154968
26,审计师,17969.6516745
26,审计部,9532.1406924984
26,客坐,8250.879518136
26,客座,6714.1176923384
26,客户,4502.2601165769
26,客户关系,4221.4806499088
26,客户服务,4329.1051511451
26,客户经理,6313.0943525598
26,客户资源,13425.2685
26,客户部,5430.2569977209
26,客房,4048.8815097929
26,客房部,2829.176562424
26,客服,4157.5502406493
26,客服部,4993.1036894506
26,客维,5919.424570611
26,宣传,4951.5368579363
26,宣传员,4194.3596701938
26,宣传品,3346.6046745
26,宣传处,2805.882729111
26,宣传片,4085.5921931064
26,宣传科,5595.1589717488
26,宣传部,4368.1956558693
26,宣化,8097.464349
26,宣武,4446.7776303688
26,宣讲,6112.0519521616
26,室,5592.3349016292
26,室主任,5694.7141460061
26,室内,7660.0932885555
26,室内外,4590.4437085178
26,室内设计,4967.5068262444
26,家,9018.982126074
26,家园,3222.537
26,家庭,4752.6549606602
26,家庭教师,2965.4824208817
26,家庭教育,4530.6380458757
26,家政,3293.3139939432
26,家教,3726.4587633409
26,家教中心,8144.9394616656
26,家访,10410.860349
26,家长,5048.9636823208
26,宿管,2863.897306589
26,宿舍,2667.2687358505
26,寒假,2848.2960965532
26,寒暑假,3606.028570611
26,对,5471.5113085725
26,对外,6694.9631975836
26,对外汉语,4540.0207602154
26,对接,4167.0465835821
26,寻求,3741.384792222
26,导,9595.5689306008
26,导员,3207.33514218
26,导学,4461.9536745
26,导师,4853.8200745309
26,导游,4217.194157547
26,导演,5552.1746948803
26,导航,5901.1083595704
26,导览,4085.5921931064
26,导购,2882.4162616464
26,导购员,2927.0716862244
26,射击,4988.305236222
26,專員,3568.435528148
26,小,4712.2104856993
26,小六,3606.028570611
26,小初,5360.4356004321
26,小升初,6058.9666346077
26,小学,4187.8197107691
26,小学教师,3636.3984591626
26,小学版,8729.066568222
26,小学生,2700.4693422066
26,小学老师,4465.2850622736
26,小学部,6468.1897189075
26,小提琴,4820.1160865182
26,小教,3460.6723158964
26,小桔灯,2891.920239747
26,小班,3898.0321603624
26,小组,6382.3463788949
26,小组长,4449.0667714032
26,小车,3470.672349
26,少,3913.4884926642
26,少儿,4241.1836863979
26,少儿英语,4449.0259685461
26,少儿部,5268.0890739457
26,少先队,4491.7242554001
26,少年,4170.3020102544
26,尝试,5370.537
26,就,4916.3432943735
26,就业,5311.0459047623
26,就业办,4671.1850887258
26,就业处,5391.9447180429
26,就业指导,4701.1630356549
26,就业辅导,4399.1713284428
26,就业部,5790.9149800723
26,展示,4801.6738334206
26,展览,3474.2631585367
26,山木,8323.043014611
26,岁,4412.5806400729
26,岗,4013.8312005299
26,岗位,5686.5347165479
26,崇文,6706.248783
26,嵌入式,6614.0882753374
26,嵌入式软件,7883.6831863602
26,工业,6785.415102755
26,工会,4718.9696213224
26,工会主席,6358.5509270818
26,工作,4510.1880573947
26,工作人员,3905.7977421603
26,工作室,6139.4622833196
26,工作者,3255.6181891327
26,工作部,4243.1870352006
26,工商,9830.381340111
26,工商管理,9605.2295008055
26,工程,6849.9718072645
26,工程学院,5574.6583327497
26,工程师,5469.7737545608
26,工程技术,4420.6046745
26,工程机械,3827.2245075
26,工程系,5518.5263753977
26,工程部,6688.057802428
26,工程项目,6820.475306537
26,工艺,4115.9746230821
26,工艺品,3706.496343636
26,工资,3606.028570611
26,工部,6586.6743680061
26,已经,3222.537
26,巿,10121.8409395812
26,市,4187.4856331545
26,市办,5648.8877505171
26,市场,4836.4055517591
26,市场开发部,4942.766560074
26,市场总监,9372.4018865001
26,市场推广,4858.4056304873
26,市场策划,5001.8349179544
26,市场营销,5608.4811280862
26,市场营销部,6759.7222373873
26,市场调研,4485.2834822702
26,市场运作,5370.537
26,市场部,6223.6682831611
26,市秋娜,3481.960896111
26,市级,3903.885824148
26,布线,4687.4008885168
26,布置,4227.29742825
26,师及,4878.6144760436
26,师学,7163.7017214012
26,师范大学,5275.1256175122
26,师训,8248.6893305947
26,师资,6268.0021516278
26,帐,3741.384792222
26,带,3811.4911303867
26,带头人,7735.0201822333
26,带班,3687.4954097202
26,带薪,3658.99650375
26,带课,4878.6144760436
26,带队,4239.3635420468
26,常务,9916.511637136
26,常务副,9081.7956288852
26,常规,7768.9665055122
26,干事,3757.4835564206
26,干部,3672.5014052086
26,干预,4934.8302710532
26,平台,5822.4121439643
26,平面,4930.3754058242
26,平面媒体,9272.4477710532
26,平面广告,4843.1985096801
26,平面设计,4301.9427563254
26,年级,5584.2594725744
26,年级组,4296.956935611
26,年龄段,4103.960566
26,并且,3845.8103818587
26,并购,5784.068349
26,幼,4009.5062504541
26,幼儿,3972.4227402326
26,幼儿园,5421.9146126918
26,幼儿教师,3349.8579999709
26,幼儿教育,5879.9350665555
26,幼儿班,3346.6046745
26,幼升,7188.488566
26,幼小,3671.1857708571
26,幼师,2821.6382033687
26,幼教,3375.706832357
26,广告,4750.5615786137
26,广告创意,4111.4969446383
26,广告学,3880.6189117376
26,广告设计,4544.5748025365
26,广告部,8886.347422074
26,广播电视,5784.068349
26,库,4343.888345424
26,库房,3806.9931329547
26,库管,3459.2195256101
26,应付,5647.4303200152
26,应届,2926.6670200643
26,应收,5304.5264311788
26,应用,5377.487005637
26,店,6090.6289832473
26,店员,3006.9326299157
26,店铺,6555.200349
26,店长,4987.4384389782
26,店面,4122.8368002383
26,康复,3568.1580917559
26,康复训练,3716.8647137407
26,建外,6522.0460615122
26,建筑,5171.8163919629
26,建筑师,5234.8535210218
26,建设,4786.9300430231
26,建设部,5160.4089366642
26,建造,6444.537
26,建造师,8576.3278698
26,开办,5160.4089366642
26,开发,6404.4200414864
26,开发人员,5543.486264074
26,开发区,5370.537
26,开发部,6738.240575073
26,开店,4085.5921931064
26,开拓,7703.8957840106
26,开放,5577.3026745
26,式,4852.949014611
26,引导,1882.627784424
26,引进,7738.9759710972
26,弱电,4383.2187536376
26,强化,5025.478343074
26,当面,4440.5770940616
26,录入,2952.9397376435
26,录入员,2877.8806027066
26,录制,4018.1882857871
26,录取,5524.5616356262
26,录音,5002.3951445946
26,录音员,3651.147311148
26,形体,4665.313312941
26,形象,6907.4822656198
26,形象设计,6592.8867095984
26,彩妆,5644.708082725
26,彩妆师,6585.2261106262
26,影视,5406.2972823686
26,影视制作,5381.1436392223
26,影视动画,4927.842256611
26,影音,5413.9670275821
26,往来,4424.0461445946
26,律师,5275.9150090306
26,律师助理,4267.5779558688
26,徐汇,12840.4759710972
26,徐汇区,4555.960896111
26,微信,4296.537
26,微博,3977.9471320247
26,微机,2416.058345424
26,微机室,2891.920239747
26,微积分,9946.1794036844
26,微软,10638.7258741388
26,德国,6765.734422074
26,德育,5325.4222881056
26,德育处,3904.7154750132
26,德语,5668.0670261749
26,心态,6636.7627423602
26,心灵,5239.263591
26,心理,4267.1209011461
26,心理健康,3850.4789929682
26,心理医生,4992.0655346649
26,心理咨询,4963.6028058403
26,心理学,4934.9721754309
26,心里,4788.3769949696
26,志愿者,6721.2057340469
26,思想,4028.9031366398
26,思想品德,2514.5169760757
26,思政,4034.0259427135
26,思维,4738.2814857167
26,急救,20979.7768795812
26,性质,3916.117905498
26,总,8153.0902372572
26,总代理,3920.5713968395
26,总办,5494.3515889776
26,总务,4250.1937107147
26,总务主任,5758.0826789456
26,总务处,4068.8447635175
26,总务科,11197.9977265122
26,总助,7050.4761658597
26,总厨,6629.8976019545
26,总台,2632.496343636
26,总帐,6235.7844580926
26,总指挥,3778.1322710532
26,总支,6568.6046745
26,总教官,4294.4474338032
26,总教练,7011.5749217609
26,总机,3065.4815498978
26,总校,7007.9022348696
26,总监,10183.1027555969
26,总督,9595.5689306008
26,总管,6965.0143250688
26,总经办,7251.93988058
26,总经理,8774.7887535128
26,总编,6015.4325352545
26,总编辑,14506.333005111
26,总裁,9121.4172973005
26,总裁班,4332.041830074
26,总负责人,8912.9305125421
26,总账,5935.309566
26,总账会计,5577.9829418765
26,总部,7397.9874216835
26,恢复,3481.960896111
26,情商,3648.4869180045
26,情报,6091.5282710532
26,情报信息,4998.7129223517
26,情报员,3470.672349
26,意大利语,5879.9966735353
26,感统,3486.1267452751
26,感觉,3770.416798948
26,慈善,8729.066568222
26,戏剧,4449.6635352006
26,成人,5749.2146544904
26,成人教育,3742.3143073446
26,成人班,5403.945384222
26,成人高考,5163.322126074
26,成员,7463.0505747947
26,成教,4065.6938389938
26,成本,6674.0860454316
26,成本会计,5822.7709588499
26,成校,6091.5282710532
26,成绩,2738.215896111
26,成考,4321.1849163876
26,成长,4941.2876285981
26,我能,2042.455687272
26,我行,2042.455687272
26,或者,16301.63974848
26,战士,1956.418176636
26,战略,9957.4730535225
26,战略规划,8686.709483361
26,战略部,12559.3046140812
26,户外,3594.7309832238
26,房地产,6208.0395484903
26,房山,3470.672349
26,所,4310.8651460061
26,所有,11991.8947970657
26,所长,8728.7561895549
26,手工,3575.1197225435
26,手机,3778.1322710532
26,手机软件,3375.9336282444
26,手绘,3191.6813560746
26,手续,3286.1075247134
26,手语,3387.960566
26,才艺,3784.4703396
26,打,3913.3470693688
26,打击乐,2317.351005
26,打印,4085.5921931064
26,打字,2869.9218938429
26,打字员,2490.8178161635
26,打版,3346.6046745
26,托,3928.5175970657
26,托业,6084.839903148
26,托班,3624.9344844949
26,托福,8191.6387123242
26,托管,3052.9248438231
26,执行,6915.9554952645
26,执行主管,4530.0643741426
26,执行官,14711.5654137901
26,执行长,6705.586126074
26,扩展,3859.615005
26,扫描,2670.5265075
26,扬琴,2891.920239747
26,承担,3142.2150693688
26,技工,3921.1649427432
26,技巧,5461.171861074
26,技师,4951.9710138296
26,技服,4555.960896111
26,技术,8396.7568096474
26,技术主管,7315.7255249284
26,技术人员,3981.2549208321
26,技术创新,3222.537
26,技术员,4654.3999398008
26,技术培训,9723.2842122728
26,技术开发,5154.2709521243
26,技术支持,4186.0705902939
26,技术部,6891.6056112573
26,技术顾问,7518.537
26,技校,3912.0954679329
26,技能,4051.8686760183
26,投放,3913.4884926642
26,投标,2805.882729111
26,投融资,12559.3046140812
26,投诉,4125.9107536489
26,投资,8437.6657314711
26,投资人,8559.7965396
26,投资者,10989.209349
26,抚触,2189.528
26,护士,4215.5050778386
26,护理,4241.611566
26,护理人员,3743.4658257178
26,护理系,3478.198047074
26,报,2756.564018136
26,报刊,2973.0430643688
26,报到,2670.5265075
26,报名,3590.370416627
26,报名处,4296.537
26,报建,3606.028570611
26,报税,4514.4516244428
26,报纸,4085.5921931064
26,报考,4239.316787611
26,报表,14512.0005365532
26,报账,4212.1673470426
26,报道,3654.0645965532
26,报销,4021.248783
26,抬,4085.5921931064
26,担任,4298.4068526366
26,担当,6379.0331869804
26,拉丁,3833.406122498
26,拉丁舞,3821.346930796
26,拍摄,3928.8442944888
26,拓展,5450.7030608367
26,招,5937.3526070222
26,招办,5777.5220650905
26,招商,6445.8662774891
26,招投标,7570.1827437166
26,招教,4367.2356282444
26,招教部,3346.6046745
26,招标,4988.305236222
26,招生,4435.8466822641
26,招生办,5770.907725767
26,招考,11579.3630643688
26,招聘,4509.9755661702
26,拜访,3481.960896111
26,择校,3289.8108908668
26,拼音,3844.049084497
26,指导,5703.2403363142
26,指导员,3388.8107434001
26,指导老师,4305.0682206948
26,指挥,3552.0677084213
26,授权,9439.8094245
26,授课,4915.5493743012
26,排版,4069.7417413465
26,排练,5660.0006745
26,排课,3688.2528802782
26,接受,4085.5921931064
26,接待,3096.1781735679
26,接待员,2977.8255075012
26,接送,3470.672349
26,控制,7289.2806044098
26,控员,3476.3166225555
26,推,3906.1293079328
26,推广,4523.8322436825
26,推广员,3330.0540225843
26,推广部,6451.2779854472
26,推廣,5660.0006745
26,推拿,5447.2293179544
26,推荐,4390.0555714113
26,推销员,3765.8831114428
26,提供,10626.584526
26,提升,7505.9894801652
26,插,4923.6851004368
26,插图,4988.305236222
26,插画,4291.0053544308
26,搜索引擎,5465.6413370692
26,搜集,1836.5472495
26,搭建,4627.370349
26,摄像,4461.6994712863
26,摄像师,4636.7209197336
26,摄录,5784.068349
26,摄影,5138.1367980888
26,摄影师,4583.5769121153
26,摩托车,4296.537
26,播音,4394.9089371078
26,播音员,5015.7017214012
26,撰写,4254.9464339696
26,撰稿,4373.3516157011
26,撰稿人,4366.6957849928
26,操作,4655.5357688389
26,操作员,2975.9646919431
26,操控,6568.6046745
26,支持,7043.1228104038
26,支援,10211.1095604888
26,支撑,4424.1593818587
26,支教,1857.739593636
26,支部书记,4572.665088222
26,收入,6217.68551175
26,收款,3481.960896111
26,收费,3927.6999101602
26,收费员,2657.849786212
26,收银,3275.2603646562
26,收银员,3091.5394244012
26,收集,2317.351005
26,政,2911.888345424
26,政府,10656.0943610752
26,政教,4123.5176280005
26,政教处,4521.7484821289
26,政治,4235.86539719
26,政法,3606.028570611
26,故事,3742.1284043201
26,效果图,5613.4232952016
26,效率,5507.8229617941
26,救援,6575.6124720888
26,救生,4627.370349
26,救生员,4493.3731583643
26,教,3794.9786267703
26,教主,4012.2258079615
26,教书,2756.564018136
26,教务,4451.7304729909
26,教务主任,5706.6337095251
26,教务处,4925.8282308436
26,教务科,4924.4238357127
26,教务组,7518.537
26,教务部,5677.5920571317
26,教务长,5897.0290836651
26,教助,5577.3026745
26,教務,9528.900679611
26,教员,5163.7233464167
26,教培部,3346.6046745
26,教学,4657.7039874685
26,教学中心,10189.9076891496
26,教学区,9019.0948174622
26,教学服务,4933.6862400526
26,教学楼,4085.5921931064
26,教学点,6154.1222365015
26,教学研究,8751.1486770555
26,教学科研,5682.4136694567
26,教学管理,5548.6616359407
26,教学设备,4337.9942943735
26,教学质量,7608.5889408223
26,教学资源,4983.9225075
26,教学辅导,4585.9665141246
26,教学部,5763.6750204375
26,教官,4105.3975243014
26,教室,4138.906189372
26,教导,6942.7896220099
26,教导员,2461.169567424
26,教导处,4586.4542147219
26,教导师,4085.5921931064
26,教工,5629.960896111
26,教师,4676.579657056
26,教師,5194.1064794058
26,教授,5119.2387908037
26,教材,4900.8700364102
26,教案,5104.9779442827
26,教案设计,3470.672349
26,教研,6408.0552140148
26,教研员,5691.5010926658
26,教研室,6270.5134929564
26,教研组,6043.9161834838
26,教研部,6900.7505831955
26,教科,9130.6036303602
26,教科书,4916.2556745
26,教科研,8688.355343074
26,教秘,3552.792
26,教程,3798.611269074
26,教管,6214.0300310649
26,教练,4698.6670986143
26,教练员,4216.4218652987
26,教练组,5447.2293179544
26,教职,4420.6046745
26,教职工,2602.8596745
26,教育,5331.3232243242
26,教育学,5578.678497498
26,教育工作者,3938.6846877584
26,教育科,2478.792
26,教育系,4503.3026745
26,教育规划,6144.988199148
26,教育资源,7185.789169746
26,教育部,5116.2583869121
26,教育部门,2802.4300573446
26,教育长,10478.833005111
26,教质,6760.4355155925
26,教质部,7785.9117347988
26,教辅,4443.8160583279
26,散打,6406.4455781388
26,数字,6497.4469734606
26,数学,4807.252724043
26,数学家,2967.1266212145
26,数学教师,4758.1634539944
26,数学组,6817.6903854677
26,数学老师,4560.2916981566
26,数学课程,7123.6743680061
26,数据,4577.6432190547
26,数据中心,5582.725123111
26,数据分析,5241.3058826482
26,数据处理,4403.4501971989
26,数据库,7091.2518297763
26,数据库管理员,5538.0412415379
26,数据录入,3470.672349
26,数据管理,5173.3581355266
26,数控,3902.4842839719
26,数理化,5669.7632162822
26,数理统计,2910.3195965532
26,数码,4969.9422742243
26,整个,6969.435528148
26,整体,11195.2624245
26,整合,3924.9536745
26,整形,6045.0762222473
26,整理,3253.4127778143
26,文,3654.0645965532
26,文书,6011.4426426234
26,文件,4071.1625729415
26,文体,3775.9790163119
26,文化,5056.3062802857
26,文化交流,14252.2485
26,文化传媒,9666.537
26,文化课,5405.6077194888
26,文化部,5681.681316721
26,文化馆,2848.2960965532
26,文印,3478.198047074
26,文印员,2611.3256145555
26,文员,3102.1471532118
26,文員,3248.974405179
26,文字,4357.6472906511
26,文字编辑,4111.5795995189
26,文学,4054.6656225555
26,文宣,4332.041830074
26,文案,4920.0083673805
26,文档,4440.8238668657
26,文法,4085.5921931064
26,文理学院,5498.6874949068
26,文科,4173.9734885174
26,文秘,3556.1777524528
26,文签,5902.1973409028
26,文综,4978.7794980444
26,文编,4762.726570611
26,文职,3341.3247964558
26,文职人员,6009.647014611
26,文艺部,3651.147311148
26,新东方,5035.6786873004
26,新东方学校,13981.208670074
26,新人,3778.1322710532
26,新加坡,4843.2887718374
26,新店,6169.8216808911
26,新校,9254.162349
26,新生,2781.2233736235
26,新西兰,10377.5240743602
26,新闻,4251.0704276515
26,方向,7718.3353883914
26,方案,7135.8739852149
26,方案设计,10245.9086140812
26,方法,5170.0146225555
26,方面,5800.42898197
26,施工员,3034.7578887101
26,旅游,4750.5629967142
26,旗舰,8123.801784111
26,旗舰店,8009.5310782016
26,日,3971.4765150396
26,日常,4979.436450319
26,日托,2248.627175568
26,日本,6798.1787138982
26,日本语,5786.3725592756
26,日語,5447.2293179544
26,日语,4840.1795381936
26,日语系,6296.4673959012
26,日语翻译,4202.9159627096
26,早,4533.9711032449
26,早教,4583.935904994
26,早期,4762.726570611
26,早期教育,4017.2400923435
26,时,3732.1706745
26,时尚,6276.0534906748
26,时间,6296.4673959012
26,明星,8757.5972832101
26,星级,4760.7912529555
26,晚,3027.479269074
26,晚托,2517.8456102544
26,晚托班,3312.9213804073
26,普工,4790.0011048637
26,普通,3938.609196249
26,普通员工,3519.553938574
26,普通话,4347.1253192566
26,景观设计,4024.6197100248
26,智慧,4041.5311968381
26,智能,5455.8908357584
26,暑假,3614.9644368528
26,暑期,3463.2857927569
26,暖通,6296.4673959012
26,暨,4385.1979830555
26,更新,2944.767486074
26,曾任,5502.3545976246
26,最高,7724.837008148
26,有关,3267.3481445946
26,有声,3675.6456303688
26,服务,4748.8825714315
26,服务中心,6081.7336789681
26,服务员,2793.7779788473
26,服务器,6899.7420764257
26,服务处,4706.9831506296
26,服务部,6416.2369276663
26,服装,5160.6529002824
26,服装店,4988.9580062532
26,服装设计,4468.8102063953
26,服装道具,4503.8610403491
26,服部,7346.789902611
26,朗文,6855.971903148
26,朗诵,3566.7969896245
26,朗读,4085.5921931064
26,望京,7021.613177361
26,期刊,5149.8174714012
26,期间,2630.2916909455
26,本,4792.380783
26,本地化,3606.028570611
26,本科,5355.3921065614
26,本科生,3383.961305848
26,机,2374.709345424
26,机修工,2793.2559963321
26,机关,3292.0075000821
26,机动车,3346.6046745
26,机器人,3979.1044329444
26,机房,3203.6303172565
26,机构,6096.1513605789
26,机械,5069.115003073
26,机械制图,2723.5011892168
26,机电,5855.9446244356
26,机电部,4085.5921931064
26,机票,3510.2220643688
26,机要科,3913.4884926642
26,杂志,4431.6948256278
26,李阳,8503.487902611
26,材料,4907.3093713893
26,材质,5275.1256175122
26,杨浦,5919.424570611
26,构架,5275.1256175122
26,架构,12841.105402611
26,架构师,12235.5179534014
26,标准,2756.564018136
26,标准化,6472.488566
26,栏目,5862.4623938219
26,校,5868.5024493922
26,校企,5469.5396916338
26,校内,5295.464580121
26,校刊,4391.2501500958
26,校办,6138.3570408029
26,校务,5650.342137666
